id	label	model
357388	Individual	Bangla-Bert
237264	Individual	Bangla-Bert
785645	Individual	Bangla-Bert
10221	Community	Bangla-Bert
51427	Individual	Bangla-Bert
327009	Individual	Bangla-Bert
72638	Individual	Bangla-Bert
454694	Community	Bangla-Bert
531585	Individual	Bangla-Bert
905729	Individual	Bangla-Bert
826344	Individual	Bangla-Bert
622615	None	Bangla-Bert
341026	Community	Bangla-Bert
756812	Society	Bangla-Bert
446998	Individual	Bangla-Bert
507755	Community	Bangla-Bert
252185	Individual	Bangla-Bert
677872	None	Bangla-Bert
573406	Individual	Bangla-Bert
708512	Individual	Bangla-Bert
35865	None	Bangla-Bert
521314	Individual	Bangla-Bert
629720	Individual	Bangla-Bert
579590	Individual	Bangla-Bert
420676	Individual	Bangla-Bert
888468	Organization	Bangla-Bert
507098	Individual	Bangla-Bert
33791	Individual	Bangla-Bert
628771	Community	Bangla-Bert
197579	None	Bangla-Bert
228413	Individual	Bangla-Bert
607208	Individual	Bangla-Bert
482851	Community	Bangla-Bert
641065	Individual	Bangla-Bert
154089	Individual	Bangla-Bert
21246	Individual	Bangla-Bert
99970	Individual	Bangla-Bert
243706	None	Bangla-Bert
366232	Individual	Bangla-Bert
799431	Community	Bangla-Bert
151836	Organization	Bangla-Bert
384383	Individual	Bangla-Bert
430350	Community	Bangla-Bert
321512	Individual	Bangla-Bert
791877	None	Bangla-Bert
369126	Society	Bangla-Bert
769210	Individual	Bangla-Bert
389866	Individual	Bangla-Bert
124392	Individual	Bangla-Bert
111565	Community	Bangla-Bert
87928	None	Bangla-Bert
507897	Community	Bangla-Bert
284276	Individual	Bangla-Bert
211557	Community	Bangla-Bert
407528	Community	Bangla-Bert
656024	Individual	Bangla-Bert
163256	Individual	Bangla-Bert
701482	Individual	Bangla-Bert
28613	Individual	Bangla-Bert
393451	Individual	Bangla-Bert
130986	Individual	Bangla-Bert
47847	Individual	Bangla-Bert
474831	Society	Bangla-Bert
262358	Individual	Bangla-Bert
809182	Individual	Bangla-Bert
912597	Individual	Bangla-Bert
491193	Individual	Bangla-Bert
605569	Individual	Bangla-Bert
380424	Individual	Bangla-Bert
603456	Community	Bangla-Bert
107100	None	Bangla-Bert
626831	Individual	Bangla-Bert
447213	Individual	Bangla-Bert
697862	Individual	Bangla-Bert
91497	None	Bangla-Bert
652526	Individual	Bangla-Bert
24792	Individual	Bangla-Bert
571083	Community	Bangla-Bert
890268	Individual	Bangla-Bert
5297	Individual	Bangla-Bert
920594	Organization	Bangla-Bert
172944	Individual	Bangla-Bert
624079	Individual	Bangla-Bert
770329	Individual	Bangla-Bert
692607	Community	Bangla-Bert
3052	Individual	Bangla-Bert
844455	Organization	Bangla-Bert
814896	Organization	Bangla-Bert
110591	None	Bangla-Bert
180575	Individual	Bangla-Bert
254322	Individual	Bangla-Bert
574720	Individual	Bangla-Bert
622377	Individual	Bangla-Bert
623083	None	Bangla-Bert
668718	Community	Bangla-Bert
633172	Individual	Bangla-Bert
6790	Individual	Bangla-Bert
850984	Organization	Bangla-Bert
500524	None	Bangla-Bert
581344	Individual	Bangla-Bert
654769	Individual	Bangla-Bert
706547	Individual	Bangla-Bert
603782	Individual	Bangla-Bert
302171	Individual	Bangla-Bert
744717	Individual	Bangla-Bert
512972	Individual	Bangla-Bert
781353	Individual	Bangla-Bert
384814	Individual	Bangla-Bert
15032	Individual	Bangla-Bert
251425	Community	Bangla-Bert
813466	Individual	Bangla-Bert
675844	Community	Bangla-Bert
2583	Society	Bangla-Bert
659227	Individual	Bangla-Bert
169886	Individual	Bangla-Bert
381979	None	Bangla-Bert
299641	Community	Bangla-Bert
704171	Individual	Bangla-Bert
618279	Community	Bangla-Bert
641060	Community	Bangla-Bert
562096	Individual	Bangla-Bert
318122	Organization	Bangla-Bert
451639	Individual	Bangla-Bert
653504	Individual	Bangla-Bert
144836	Individual	Bangla-Bert
426811	Community	Bangla-Bert
399359	Individual	Bangla-Bert
610564	None	Bangla-Bert
246780	Individual	Bangla-Bert
838887	Individual	Bangla-Bert
144994	Individual	Bangla-Bert
854277	Individual	Bangla-Bert
865313	Individual	Bangla-Bert
578428	Individual	Bangla-Bert
187917	Individual	Bangla-Bert
348388	Community	Bangla-Bert
741123	Individual	Bangla-Bert
634544	Individual	Bangla-Bert
778366	Individual	Bangla-Bert
441000	Individual	Bangla-Bert
377994	Individual	Bangla-Bert
362805	Individual	Bangla-Bert
12475	Individual	Bangla-Bert
460383	Community	Bangla-Bert
870913	Community	Bangla-Bert
2715	Individual	Bangla-Bert
921356	Community	Bangla-Bert
196647	None	Bangla-Bert
824151	Individual	Bangla-Bert
382540	Community	Bangla-Bert
1087	Individual	Bangla-Bert
380610	Individual	Bangla-Bert
416517	Individual	Bangla-Bert
456028	Organization	Bangla-Bert
431471	Individual	Bangla-Bert
453235	None	Bangla-Bert
927587	Individual	Bangla-Bert
422259	Individual	Bangla-Bert
896697	Community	Bangla-Bert
42562	Individual	Bangla-Bert
197313	None	Bangla-Bert
690302	Community	Bangla-Bert
925174	Individual	Bangla-Bert
535584	Individual	Bangla-Bert
931365	Community	Bangla-Bert
227393	Community	Bangla-Bert
329379	Individual	Bangla-Bert
56445	Individual	Bangla-Bert
546158	None	Bangla-Bert
258725	Individual	Bangla-Bert
175825	Individual	Bangla-Bert
937532	Individual	Bangla-Bert
833099	Individual	Bangla-Bert
321436	Individual	Bangla-Bert
755018	Individual	Bangla-Bert
798262	None	Bangla-Bert
866278	Individual	Bangla-Bert
210321	None	Bangla-Bert
363164	Individual	Bangla-Bert
370542	Individual	Bangla-Bert
132703	Individual	Bangla-Bert
601946	Community	Bangla-Bert
897150	Individual	Bangla-Bert
256376	Individual	Bangla-Bert
240015	Individual	Bangla-Bert
259547	Community	Bangla-Bert
67131	Individual	Bangla-Bert
923885	Individual	Bangla-Bert
226135	Community	Bangla-Bert
662300	Individual	Bangla-Bert
677456	Community	Bangla-Bert
485008	Community	Bangla-Bert
529942	Organization	Bangla-Bert
914346	Individual	Bangla-Bert
298173	Community	Bangla-Bert
446809	Individual	Bangla-Bert
671424	Community	Bangla-Bert
793955	None	Bangla-Bert
157776	Community	Bangla-Bert
283469	Individual	Bangla-Bert
206317	Individual	Bangla-Bert
33066	Individual	Bangla-Bert
36214	None	Bangla-Bert
683112	Individual	Bangla-Bert
831416	Society	Bangla-Bert
473865	Individual	Bangla-Bert
783655	None	Bangla-Bert
344565	Individual	Bangla-Bert
240377	Individual	Bangla-Bert
205517	Individual	Bangla-Bert
624990	Individual	Bangla-Bert
114646	Organization	Bangla-Bert
860260	None	Bangla-Bert
321233	Community	Bangla-Bert
287639	None	Bangla-Bert
698525	Individual	Bangla-Bert
640865	Community	Bangla-Bert
493551	Individual	Bangla-Bert
329369	Individual	Bangla-Bert
687000	Organization	Bangla-Bert
938515	Individual	Bangla-Bert
71327	Individual	Bangla-Bert
82872	Community	Bangla-Bert
564549	Individual	Bangla-Bert
93050	Individual	Bangla-Bert
684599	Individual	Bangla-Bert
923214	Individual	Bangla-Bert
712666	Individual	Bangla-Bert
516447	Individual	Bangla-Bert
789503	Individual	Bangla-Bert
126197	Organization	Bangla-Bert
83510	Individual	Bangla-Bert
693378	Individual	Bangla-Bert
766830	Community	Bangla-Bert
917369	Community	Bangla-Bert
140689	Organization	Bangla-Bert
828319	Individual	Bangla-Bert
441784	Community	Bangla-Bert
584069	Individual	Bangla-Bert
595722	Individual	Bangla-Bert
587975	Community	Bangla-Bert
737847	Individual	Bangla-Bert
355260	Individual	Bangla-Bert
208807	Individual	Bangla-Bert
698527	Individual	Bangla-Bert
342704	Individual	Bangla-Bert
281083	Individual	Bangla-Bert
594110	None	Bangla-Bert
208175	None	Bangla-Bert
536181	Individual	Bangla-Bert
562508	Individual	Bangla-Bert
844368	None	Bangla-Bert
355570	Community	Bangla-Bert
576652	Individual	Bangla-Bert
230254	None	Bangla-Bert
396913	Individual	Bangla-Bert
160607	Individual	Bangla-Bert
775615	Individual	Bangla-Bert
634523	None	Bangla-Bert
313291	Community	Bangla-Bert
631046	Community	Bangla-Bert
550426	None	Bangla-Bert
807498	Individual	Bangla-Bert
388081	Individual	Bangla-Bert
532701	Individual	Bangla-Bert
506934	Individual	Bangla-Bert
322440	Individual	Bangla-Bert
507780	Individual	Bangla-Bert
133106	None	Bangla-Bert
584019	None	Bangla-Bert
474793	Individual	Bangla-Bert
890928	Individual	Bangla-Bert
888703	Individual	Bangla-Bert
391227	Individual	Bangla-Bert
511127	Individual	Bangla-Bert
507374	Individual	Bangla-Bert
680347	Individual	Bangla-Bert
63627	Individual	Bangla-Bert
903197	Individual	Bangla-Bert
938868	Individual	Bangla-Bert
675732	Individual	Bangla-Bert
482546	Individual	Bangla-Bert
675440	Individual	Bangla-Bert
115168	Individual	Bangla-Bert
352533	None	Bangla-Bert
630861	Organization	Bangla-Bert
768879	Community	Bangla-Bert
882539	Individual	Bangla-Bert
558518	Individual	Bangla-Bert
937312	Individual	Bangla-Bert
422059	Individual	Bangla-Bert
416662	Individual	Bangla-Bert
632696	Community	Bangla-Bert
203962	Individual	Bangla-Bert
857709	Individual	Bangla-Bert
793617	Individual	Bangla-Bert
486353	Individual	Bangla-Bert
635854	Individual	Bangla-Bert
84223	Individual	Bangla-Bert
150930	Individual	Bangla-Bert
156149	Individual	Bangla-Bert
772243	None	Bangla-Bert
644418	Individual	Bangla-Bert
723392	Individual	Bangla-Bert
717266	Individual	Bangla-Bert
75367	Society	Bangla-Bert
398304	Individual	Bangla-Bert
350619	Individual	Bangla-Bert
633361	Individual	Bangla-Bert
545400	Individual	Bangla-Bert
184710	Society	Bangla-Bert
126450	Individual	Bangla-Bert
157874	Organization	Bangla-Bert
268695	Individual	Bangla-Bert
443262	Organization	Bangla-Bert
405050	Community	Bangla-Bert
475199	Individual	Bangla-Bert
909906	Individual	Bangla-Bert
619424	Organization	Bangla-Bert
338317	None	Bangla-Bert
208842	Community	Bangla-Bert
297713	None	Bangla-Bert
198549	None	Bangla-Bert
240451	Individual	Bangla-Bert
432313	Individual	Bangla-Bert
556009	Individual	Bangla-Bert
291078	Individual	Bangla-Bert
647866	Individual	Bangla-Bert
885374	Community	Bangla-Bert
149363	Individual	Bangla-Bert
169573	Individual	Bangla-Bert
456507	Community	Bangla-Bert
589233	Individual	Bangla-Bert
112377	Individual	Bangla-Bert
831724	Community	Bangla-Bert
5407	Individual	Bangla-Bert
15943	None	Bangla-Bert
741246	Community	Bangla-Bert
61405	Individual	Bangla-Bert
915869	Individual	Bangla-Bert
511267	Individual	Bangla-Bert
1471	Individual	Bangla-Bert
367605	Society	Bangla-Bert
174842	Individual	Bangla-Bert
137391	Individual	Bangla-Bert
840729	Community	Bangla-Bert
416127	Organization	Bangla-Bert
330333	Community	Bangla-Bert
670421	Individual	Bangla-Bert
242499	None	Bangla-Bert
144117	None	Bangla-Bert
639424	Organization	Bangla-Bert
394368	Society	Bangla-Bert
291259	Community	Bangla-Bert
142509	Individual	Bangla-Bert
226408	Community	Bangla-Bert
486351	Individual	Bangla-Bert
865343	Individual	Bangla-Bert
490548	Community	Bangla-Bert
430804	Individual	Bangla-Bert
292631	Individual	Bangla-Bert
399708	Individual	Bangla-Bert
62074	Individual	Bangla-Bert
277817	Individual	Bangla-Bert
451449	Individual	Bangla-Bert
937837	Individual	Bangla-Bert
69996	None	Bangla-Bert
472779	Individual	Bangla-Bert
593869	None	Bangla-Bert
113374	Individual	Bangla-Bert
295098	Individual	Bangla-Bert
688164	Individual	Bangla-Bert
754307	Society	Bangla-Bert
185344	Community	Bangla-Bert
206819	Individual	Bangla-Bert
776128	Society	Bangla-Bert
438265	Individual	Bangla-Bert
586064	Individual	Bangla-Bert
588534	Individual	Bangla-Bert
863686	Individual	Bangla-Bert
694501	Community	Bangla-Bert
97900	Individual	Bangla-Bert
166900	Individual	Bangla-Bert
109971	Individual	Bangla-Bert
497464	Individual	Bangla-Bert
376477	Individual	Bangla-Bert
65718	Individual	Bangla-Bert
784043	None	Bangla-Bert
702897	Individual	Bangla-Bert
352371	Individual	Bangla-Bert
52223	Individual	Bangla-Bert
131128	Individual	Bangla-Bert
13831	Organization	Bangla-Bert
148597	Individual	Bangla-Bert
60602	Community	Bangla-Bert
752509	Community	Bangla-Bert
730085	Individual	Bangla-Bert
625048	Individual	Bangla-Bert
541629	Individual	Bangla-Bert
895206	Community	Bangla-Bert
725993	Individual	Bangla-Bert
296053	Individual	Bangla-Bert
240086	Individual	Bangla-Bert
106374	None	Bangla-Bert
2358	Individual	Bangla-Bert
655996	Individual	Bangla-Bert
2640	None	Bangla-Bert
583695	Community	Bangla-Bert
740126	Community	Bangla-Bert
116038	Community	Bangla-Bert
839438	Community	Bangla-Bert
216777	Organization	Bangla-Bert
717153	Individual	Bangla-Bert
628314	Organization	Bangla-Bert
49560	Community	Bangla-Bert
484546	Individual	Bangla-Bert
411292	Organization	Bangla-Bert
739397	Individual	Bangla-Bert
33049	Individual	Bangla-Bert
234943	Community	Bangla-Bert
85567	Individual	Bangla-Bert
898840	Individual	Bangla-Bert
110149	Community	Bangla-Bert
928802	Organization	Bangla-Bert
65232	Individual	Bangla-Bert
609733	Community	Bangla-Bert
607110	Individual	Bangla-Bert
656146	Individual	Bangla-Bert
122819	Individual	Bangla-Bert
924773	Community	Bangla-Bert
855239	Individual	Bangla-Bert
455140	Individual	Bangla-Bert
172685	None	Bangla-Bert
705941	Individual	Bangla-Bert
317297	Community	Bangla-Bert
637876	None	Bangla-Bert
198449	Individual	Bangla-Bert
822721	Community	Bangla-Bert
347419	Individual	Bangla-Bert
503146	Individual	Bangla-Bert
601962	Organization	Bangla-Bert
847061	Organization	Bangla-Bert
449847	Individual	Bangla-Bert
266272	Individual	Bangla-Bert
579593	Community	Bangla-Bert
696370	Individual	Bangla-Bert
282600	Community	Bangla-Bert
901656	Individual	Bangla-Bert
348015	Individual	Bangla-Bert
436616	Individual	Bangla-Bert
257730	None	Bangla-Bert
662170	Individual	Bangla-Bert
385756	Individual	Bangla-Bert
359726	Individual	Bangla-Bert
660956	Individual	Bangla-Bert
767839	Individual	Bangla-Bert
104694	Individual	Bangla-Bert
939708	Community	Bangla-Bert
918343	Individual	Bangla-Bert
169088	Individual	Bangla-Bert
559219	Organization	Bangla-Bert
313940	Organization	Bangla-Bert
156518	Individual	Bangla-Bert
475465	None	Bangla-Bert
796521	Individual	Bangla-Bert
340667	Individual	Bangla-Bert
871730	Individual	Bangla-Bert
526989	Individual	Bangla-Bert
2000	Organization	Bangla-Bert
770360	Individual	Bangla-Bert
97016	Individual	Bangla-Bert
759827	Individual	Bangla-Bert
121027	Community	Bangla-Bert
398334	Individual	Bangla-Bert
88547	Community	Bangla-Bert
388063	Community	Bangla-Bert
584267	Individual	Bangla-Bert
199146	Individual	Bangla-Bert
862801	Individual	Bangla-Bert
663203	None	Bangla-Bert
384078	Individual	Bangla-Bert
674707	Individual	Bangla-Bert
248801	Individual	Bangla-Bert
434904	Individual	Bangla-Bert
892832	None	Bangla-Bert
849635	Individual	Bangla-Bert
357655	Individual	Bangla-Bert
38822	Individual	Bangla-Bert
15868	Individual	Bangla-Bert
92875	Individual	Bangla-Bert
881948	Individual	Bangla-Bert
930602	Individual	Bangla-Bert
297212	Individual	Bangla-Bert
720687	Individual	Bangla-Bert
129760	Individual	Bangla-Bert
195054	Individual	Bangla-Bert
109394	Individual	Bangla-Bert
869427	Individual	Bangla-Bert
916439	Organization	Bangla-Bert
137360	Individual	Bangla-Bert
617422	Individual	Bangla-Bert
78119	Individual	Bangla-Bert
723502	Individual	Bangla-Bert
478562	Community	Bangla-Bert
65211	None	Bangla-Bert
509559	Community	Bangla-Bert
326033	Organization	Bangla-Bert
863542	None	Bangla-Bert
700913	None	Bangla-Bert
674516	Community	Bangla-Bert
559600	None	Bangla-Bert
503290	Individual	Bangla-Bert
896878	Individual	Bangla-Bert
134107	Individual	Bangla-Bert
249718	Individual	Bangla-Bert
163349	Individual	Bangla-Bert
401513	Individual	Bangla-Bert
650595	Community	Bangla-Bert
752284	Individual	Bangla-Bert
865890	Community	Bangla-Bert
186435	Individual	Bangla-Bert
373339	Individual	Bangla-Bert
286709	Individual	Bangla-Bert
643016	Individual	Bangla-Bert
27134	Individual	Bangla-Bert
593062	Individual	Bangla-Bert
676443	Individual	Bangla-Bert
614707	Individual	Bangla-Bert
61510	Community	Bangla-Bert
153559	Individual	Bangla-Bert
433441	Individual	Bangla-Bert
216305	None	Bangla-Bert
910124	Individual	Bangla-Bert
620809	Community	Bangla-Bert
932421	Community	Bangla-Bert
425270	Organization	Bangla-Bert
273781	Individual	Bangla-Bert
187613	None	Bangla-Bert
124364	Individual	Bangla-Bert
877298	Individual	Bangla-Bert
605600	Community	Bangla-Bert
349142	Individual	Bangla-Bert
780477	Community	Bangla-Bert
850714	Community	Bangla-Bert
182549	None	Bangla-Bert
591436	Individual	Bangla-Bert
532973	Society	Bangla-Bert
254837	Individual	Bangla-Bert
570134	Individual	Bangla-Bert
600873	Individual	Bangla-Bert
897692	Community	Bangla-Bert
145602	Individual	Bangla-Bert
674074	Individual	Bangla-Bert
617154	Community	Bangla-Bert
131424	Individual	Bangla-Bert
863095	Individual	Bangla-Bert
753046	None	Bangla-Bert
889442	Individual	Bangla-Bert
290088	Individual	Bangla-Bert
158006	Individual	Bangla-Bert
915317	Individual	Bangla-Bert
928884	Community	Bangla-Bert
845497	None	Bangla-Bert
337012	Individual	Bangla-Bert
806329	Individual	Bangla-Bert
513110	Individual	Bangla-Bert
313334	Individual	Bangla-Bert
843096	Community	Bangla-Bert
406040	Individual	Bangla-Bert
436473	Individual	Bangla-Bert
864150	Individual	Bangla-Bert
307617	Community	Bangla-Bert
486690	Individual	Bangla-Bert
197326	None	Bangla-Bert
295541	None	Bangla-Bert
264754	Community	Bangla-Bert
214178	Individual	Bangla-Bert
288143	Individual	Bangla-Bert
77822	Organization	Bangla-Bert
659471	Community	Bangla-Bert
441154	Society	Bangla-Bert
304049	Community	Bangla-Bert
635950	Individual	Bangla-Bert
863812	Organization	Bangla-Bert
642147	Individual	Bangla-Bert
206032	None	Bangla-Bert
936269	Individual	Bangla-Bert
87245	Individual	Bangla-Bert
831967	Community	Bangla-Bert
773650	Individual	Bangla-Bert
578805	Organization	Bangla-Bert
54423	Individual	Bangla-Bert
187408	Individual	Bangla-Bert
446182	Community	Bangla-Bert
240952	Community	Bangla-Bert
609430	Individual	Bangla-Bert
32107	Individual	Bangla-Bert
257935	Individual	Bangla-Bert
823899	Individual	Bangla-Bert
685145	Individual	Bangla-Bert
398331	None	Bangla-Bert
153024	Individual	Bangla-Bert
175531	Organization	Bangla-Bert
446560	Organization	Bangla-Bert
418942	Individual	Bangla-Bert
594047	Individual	Bangla-Bert
542787	Individual	Bangla-Bert
506353	None	Bangla-Bert
841821	Individual	Bangla-Bert
427816	None	Bangla-Bert
186081	None	Bangla-Bert
63181	Individual	Bangla-Bert
474439	Individual	Bangla-Bert
266781	Society	Bangla-Bert
863333	Individual	Bangla-Bert
99308	Individual	Bangla-Bert
411516	Community	Bangla-Bert
917711	Community	Bangla-Bert
297791	Community	Bangla-Bert
837511	Individual	Bangla-Bert
516611	Individual	Bangla-Bert
361540	Individual	Bangla-Bert
289632	Individual	Bangla-Bert
557898	Community	Bangla-Bert
478098	Individual	Bangla-Bert
219774	Individual	Bangla-Bert
639571	Community	Bangla-Bert
458029	Organization	Bangla-Bert
26006	Organization	Bangla-Bert
615341	Individual	Bangla-Bert
365272	Society	Bangla-Bert
446152	Organization	Bangla-Bert
924516	Individual	Bangla-Bert
912732	Individual	Bangla-Bert
3376	Individual	Bangla-Bert
873206	Individual	Bangla-Bert
147620	Individual	Bangla-Bert
48729	Individual	Bangla-Bert
118706	Individual	Bangla-Bert
496287	Individual	Bangla-Bert
633278	Individual	Bangla-Bert
556423	Individual	Bangla-Bert
192902	Community	Bangla-Bert
750879	Community	Bangla-Bert
715529	Individual	Bangla-Bert
134711	Individual	Bangla-Bert
660107	Individual	Bangla-Bert
437345	Individual	Bangla-Bert
214891	None	Bangla-Bert
900908	Community	Bangla-Bert
763719	Individual	Bangla-Bert
315444	Community	Bangla-Bert
455707	Individual	Bangla-Bert
290653	Individual	Bangla-Bert
691850	Individual	Bangla-Bert
318941	Community	Bangla-Bert
182737	Individual	Bangla-Bert
285028	None	Bangla-Bert
904223	Individual	Bangla-Bert
291039	Individual	Bangla-Bert
645637	Individual	Bangla-Bert
328958	Individual	Bangla-Bert
168539	Individual	Bangla-Bert
375694	Individual	Bangla-Bert
501348	Community	Bangla-Bert
30143	Individual	Bangla-Bert
565055	Individual	Bangla-Bert
481211	Individual	Bangla-Bert
8371	Individual	Bangla-Bert
757645	Individual	Bangla-Bert
738411	Community	Bangla-Bert
767666	Community	Bangla-Bert
261763	Individual	Bangla-Bert
351660	Organization	Bangla-Bert
476158	None	Bangla-Bert
865803	Individual	Bangla-Bert
111001	None	Bangla-Bert
61880	Community	Bangla-Bert
530551	Individual	Bangla-Bert
583453	Individual	Bangla-Bert
764722	Individual	Bangla-Bert
511997	Individual	Bangla-Bert
884021	Individual	Bangla-Bert
434129	Individual	Bangla-Bert
318573	Society	Bangla-Bert
760589	Community	Bangla-Bert
804650	Individual	Bangla-Bert
528897	Individual	Bangla-Bert
716202	Individual	Bangla-Bert
670284	Individual	Bangla-Bert
869145	Community	Bangla-Bert
565795	Individual	Bangla-Bert
801623	Individual	Bangla-Bert
553622	Individual	Bangla-Bert
690373	Individual	Bangla-Bert
421996	Community	Bangla-Bert
584595	Individual	Bangla-Bert
790924	Individual	Bangla-Bert
839704	None	Bangla-Bert
939459	Individual	Bangla-Bert
533215	Individual	Bangla-Bert
72989	None	Bangla-Bert
577898	Individual	Bangla-Bert
912409	Individual	Bangla-Bert
53215	Organization	Bangla-Bert
475181	Individual	Bangla-Bert
220520	Individual	Bangla-Bert
773174	Individual	Bangla-Bert
758814	Organization	Bangla-Bert
606304	Individual	Bangla-Bert
500972	Individual	Bangla-Bert
685233	Individual	Bangla-Bert
475996	Individual	Bangla-Bert
741328	Individual	Bangla-Bert
236813	None	Bangla-Bert
250911	Individual	Bangla-Bert
184353	Community	Bangla-Bert
502301	Individual	Bangla-Bert
104489	Individual	Bangla-Bert
744914	Individual	Bangla-Bert
446232	Community	Bangla-Bert
481561	Community	Bangla-Bert
191354	Community	Bangla-Bert
900461	Individual	Bangla-Bert
415829	Community	Bangla-Bert
613833	Organization	Bangla-Bert
718306	Community	Bangla-Bert
496351	Organization	Bangla-Bert
708366	Individual	Bangla-Bert
578669	Individual	Bangla-Bert
487410	Individual	Bangla-Bert
360171	Organization	Bangla-Bert
97036	Organization	Bangla-Bert
782954	Individual	Bangla-Bert
881673	Individual	Bangla-Bert
193131	None	Bangla-Bert
113089	Individual	Bangla-Bert
640459	Individual	Bangla-Bert
863300	Community	Bangla-Bert
166765	Individual	Bangla-Bert
465600	None	Bangla-Bert
524846	Individual	Bangla-Bert
377912	Individual	Bangla-Bert
647030	Individual	Bangla-Bert
389642	Individual	Bangla-Bert
838786	Community	Bangla-Bert
683189	Individual	Bangla-Bert
44208	Individual	Bangla-Bert
129258	Individual	Bangla-Bert
537879	Individual	Bangla-Bert
828437	Individual	Bangla-Bert
910625	Community	Bangla-Bert
897725	None	Bangla-Bert
129142	Community	Bangla-Bert
520734	Individual	Bangla-Bert
274405	Organization	Bangla-Bert
187223	None	Bangla-Bert
679398	Community	Bangla-Bert
843495	Individual	Bangla-Bert
888495	Community	Bangla-Bert
762390	None	Bangla-Bert
385068	Individual	Bangla-Bert
668222	Individual	Bangla-Bert
555345	Community	Bangla-Bert
427170	Individual	Bangla-Bert
358744	Individual	Bangla-Bert
175954	Individual	Bangla-Bert
685817	Individual	Bangla-Bert
484759	Individual	Bangla-Bert
395035	Individual	Bangla-Bert
176114	Individual	Bangla-Bert
300739	Individual	Bangla-Bert
528625	Individual	Bangla-Bert
511158	Individual	Bangla-Bert
453505	Individual	Bangla-Bert
293969	Community	Bangla-Bert
647598	Individual	Bangla-Bert
553699	None	Bangla-Bert
95466	Community	Bangla-Bert
835149	Individual	Bangla-Bert
748909	Community	Bangla-Bert
194226	None	Bangla-Bert
142118	Individual	Bangla-Bert
870702	Community	Bangla-Bert
364886	Individual	Bangla-Bert
112111	Individual	Bangla-Bert
899804	Individual	Bangla-Bert
696989	Individual	Bangla-Bert
887716	Individual	Bangla-Bert
660186	Individual	Bangla-Bert
901036	Individual	Bangla-Bert
510168	Individual	Bangla-Bert
203599	Community	Bangla-Bert
423343	Community	Bangla-Bert
83835	Community	Bangla-Bert
828482	Individual	Bangla-Bert
409288	Community	Bangla-Bert
40340	Individual	Bangla-Bert
801215	Individual	Bangla-Bert
666047	Individual	Bangla-Bert
700821	Individual	Bangla-Bert
701993	Individual	Bangla-Bert
254382	Individual	Bangla-Bert
623669	None	Bangla-Bert
175843	Community	Bangla-Bert
400663	Individual	Bangla-Bert
468054	Individual	Bangla-Bert
610633	None	Bangla-Bert
620852	Community	Bangla-Bert
236927	None	Bangla-Bert
359516	Community	Bangla-Bert
863317	Individual	Bangla-Bert
590188	Community	Bangla-Bert
650314	Individual	Bangla-Bert
412701	Organization	Bangla-Bert
720266	Individual	Bangla-Bert
866888	Individual	Bangla-Bert
530041	Individual	Bangla-Bert
495166	Individual	Bangla-Bert
114148	Individual	Bangla-Bert
646106	None	Bangla-Bert
818634	None	Bangla-Bert
489381	Individual	Bangla-Bert
366857	Individual	Bangla-Bert
